Order ID,Carrier,Ship Date,Service Level,Status,Origin City,Origin Country,Destination City,Destination Country,Customer Segment,Weight (kg),Freight Cost,Currency,Transit Days,Promised Days
ORD-103687,MERIDIAN EXPRESS,30/07/2026,Standard,Delivered,Hamburg,DE,Prague,CZ,Wholesale,37.95,76.04,EUR,3.0,4
ORD-103018,kestrel,2026-01-23,Economy,Delivered,Barcelona,ES,Krakow,PL,Retail,28.57,49.38,EUR,7.0,7
ORD-102983, Nordfrakt ,26/05/2026,Standard,Delivered,Gothenburg,SE,Vienna,AT,Wholesale,21.99,66.06,EUR,4.0,4
ORD-103192,nordfrakt,2026-03-04,Economy,Delivered,Barcelona,ES,Turin,IT,Wholesale,42.38,71.12,EUR,4.0,7
ORD-100012,Hanseatic Lines,08/04/2026,Express,Delayed,Hamburg,DE,Geneva,CH,Industrial,20.21,98.11,EUR,3.0,2
ORD-101661,MERIDIAN EXPRESS,2026-01-30 00:00:00,Economy,Delivered,Barcelona,ES,Gothenburg,SE,E-Commerce,62.51,100.4,EUR,3.0,7
ORD-100140,Nordfrakt AB,2026-08-24 00:00:00,Economy,Delivered,Hamburg,DE,Marseille,FR,Retail,31.26,58.52,EUR,5.0,7
ORD-103683,Nordfrakt AB,"Jan 07, 2026",Economy,Delivered,Gothenburg,SE,Oslo,NO,Industrial,14.49,43.22,EUR,4.0,7
ORD-101895,nordfrakt,"Jun 11, 2026",Express,Delivered,Gothenburg,SE,Gdansk,PL,Wholesale,13.83,129.33,EUR,2.0,2
ORD-101442,Meridian Expr,"Jul 27, 2026",Standard,Delivered,Gothenburg,SE,Marseille,FR,E-Commerce,8.41,45.45,EUR,3.0,4
ORD-104068,nordfrakt,2026-04-10 00:00:00,Standard,Delivered,Hamburg,DE,London,GB,E-Commerce,23.6,814.75,SEK,4.0,4
ORD-101180,hanseatic line,28/01/2026,Standard,Delayed,Rotterdam,NL,Madrid,ES,Retail,12.94,75.07,EUR,6.0,4
ORD-103872, Meridian Express,18/06/2026,Express,Delayed,Barcelona,ES,Helsinki,FI,E-Commerce,26.71,1764.52,SEK,3.0,2
ORD-102013,Baltica Log.,2026-07-20,Standard,Delivered,Gothenburg,SE,Copenhagen,DK,Industrial,55.91,119.73,EUR,3.0,4
ORD-104320,hanseatic line,2026-02-25 00:00:00,Standard,Delivered,Gothenburg,SE,Cologne,DE,Retail,18.9,73.22,EUR,4.0,4
ORD-100109, Nordfrakt ,2026-03-23,Standard,Delivered,Gothenburg,SE,Vienna,AT,Retail,118.71,240.6,EUR,4.0,4
ORD-103019,Hanseatic Line,2026-04-14,Standard,Delivered,Gothenburg,SE,Gothenburg,SE,Industrial,20.2,51.74,EUR,3.0,4
ORD-101688,nordfrakt,2026-07-29,Standard,Delivered,Gothenburg,SE, Aarhus ,DK,Wholesale,39.95,105.25,USD,2.0,4
ORD-100689, Nordfrakt ,"May 04, 2026",Express,Delivered,Gothenburg,SE,Copenhagen,DK,Retail,18.73,108.2,EUR,2.0,2
ORD-103315,nordfrakt,2026-06-08,Economy,Delivered,Gothenburg,SE,Eindhoven,NL,Industrial,42.27,775.34,SEK,3.0,7
ORD-102972,Vantage,"Jan 23, 2026",Economy,Delivered,Barcelona,ES,Prague,CZ,Industrial,19.79,46.39,USD,4.0,7
ORD-100590, Meridian Express,2026-05-14 00:00:00,Economy,Delivered,Gothenburg,SE,Vienna,AT,E-Commerce,38.23,55.54,EUR,4.0,7
ORD-101979,Vantage,2026-05-11 00:00:00,Standard,Delayed,Gothenburg,SE,Rome,IT,Industrial,23.31,61.57,EUR,5.0,4
ORD-100895,Vantage Freight,2026-01-30,Economy,Delivered,Milan,IT,Prague,CZ,Retail,53.48,76.16,EUR,5.0,7
ORD-102743,Nordfrakt AB,2026-08-03,Standard,Delivered,Gothenburg,SE,Munich,DE,E-Commerce,10.48,48.52,EUR,2.0,4
ORD-100127,Nordfrakt AB,24/04/2026,Standard,Delivered,Gothenburg,SE,Bergen,NO,Retail,50.71,100.21,EUR,3.0,4
ORD-103762,Kestrel Parcels AB,2026-01-12 00:00:00,Standard,Delayed,Gothenburg,SE,Valencia,ES,E-Commerce,8.13,59.4,EUR,5.0,4
ORD-102423,MERIDIAN EXPRESS,"May 28, 2026",Standard,Delivered,Rotterdam,NL,Berlin,DE,Wholesale,55.05,105.37,EUR,3.0,4
ORD-100514,Nordfrakt,2026-08-09 00:00:00,Economy,Delivered,Gothenburg,SE,Malmo,SE,E-Commerce,14.99,25.75,EUR,3.0,7
ORD-102986,Meridian Express,2026-04-15,Standard,Delivered,Gothenburg,SE,Bergen,NO,Retail,28.19,75.87,EUR,4.0,4
ORD-102323,Vantage Freight,2026-02-22,Standard,Delivered,Gothenburg,SE,Rome,IT,Industrial,28.78,81.7,EUR,4.0,4
ORD-104476,Vantage Freight,2026-07-29 00:00:00,Express,Delivered,Gothenburg,SE,Amsterdam,NL,E-Commerce,42.14,127.72,USD,1.0,2
ORD-104909,Baltica Logistics,06/02/2026,Express,Delivered,Milan,IT,Bergen,NO,Industrial,26.75,137.11,EUR,2.0,2
ORD-100450,Vantage,2026-08-10 00:00:00,Express,Delivered,Barcelona,ES,Berlin,DE,Industrial,8.64,102.75,EUR,2.0,2
ORD-102284,Baltica Log.,2026-03-09,Express,Delivered,Hamburg,DE,Berlin,DE,Retail,23.44,127.69,EUR,2.0,2
ORD-102061,Kestrel Parcels AB,"Jan 05, 2026",Standard,Delivered,Rotterdam,NL,Paris,FR,Wholesale,27.38,71.51,EUR,4.0,4
ORD-100324,vantage freight,2026-08-18,Standard,Delivered,Hamburg,DE,Marseille,FR,Retail,27.99,96.06,EUR,3.0,4
ORD-102921, Meridian Express,2026-04-28,Express,Delivered,Hamburg,DE, Krakow ,PL,Industrial,13.87,126.13,EUR,2.0,2
ORD-100823,Kestrel Parcel,2026-02-20 00:00:00,Express,DELIVERED,Gothenburg,SE,Amsterdam,NL,Industrial,27.43,168.01,EUR,2.0,2
ORD-101984,Baltica Logistics,13/02/2026,Standard,Delivered,Rotterdam,NL,Rome,IT,E-Commerce,12.42,75.99,EUR,4.0,4
ORD-102841, Nordfrakt ,2026-03-22,Standard,Delivered,Rotterdam,NL,Gdansk,PL,Wholesale,63.8,153.72,EUR,4.0,4
ORD-104079,Vantage Freight Ltd,2026-04-24 00:00:00,Standard,Delivered,Rotterdam,NL,Eindhoven,NL,Retail,18.3,66.24,EUR,3.0,4
ORD-102661,Meridian Expr,2026-04-30,Standard,Delivered,Gothenburg,SE,Vienna,AT,Retail,46.55,137.14,EUR,3.0,4
ORD-104281, Nordfrakt ,2026-07-06,Standard,Delivered,Barcelona,ES,Marseille,FR,Industrial,19.27,73.06,EUR,4.0,4
ORD-100136,Meridian Express,"Jan 25, 2026",Economy,Delivered,Gothenburg,SE, Amsterdam ,NL,Industrial,37.34,66.74,USD,4.0,7
ORD-102725,nordfrakt,2026-02-03 00:00:00,Standard,Delayed,Rotterdam,NL,Valencia,ES,Industrial,11.88,61.91,EUR,5.0,4
ORD-103411,MERIDIAN EXPRESS,2026-08-24 00:00:00,Standard,Delivered,Barcelona,ES,Rome,IT,E-Commerce,39.01,126.47,USD,3.0,4
ORD-100852,Vantage Freight,2026-08-11 00:00:00,Economy,Delivered,Gothenburg,SE,Eindhoven,NL,E-Commerce,9.5,35.38,EUR,3.0,7
ORD-103067,vantage freight,23/03/2026,Economy,Delivered,Gothenburg,SE,Krakow,PL,Wholesale,25.57,52.89,EUR,6.0,7
ORD-100191,Meridian Expr,2026-02-10,Standard,Delivered,Hamburg,DE,Stockholm,SE,Wholesale,15.17,63.92,EUR,2.0,4
ORD-101423,MERIDIAN EXPRESS,2026-03-06 00:00:00,Economy,Delivered,Rotterdam,NL,Eindhoven,NL,Retail,33.4,64.55,USD,3.0,7
ORD-104943,KESTREL PARCEL,2026-06-18,Express,Cancelled,Hamburg,DE,Paris,FR,Wholesale,14.02,107.97,EUR,,2
ORD-100034,Nordfrakt AB,01/07/2026,Standard,Delivered,Gothenburg,SE,Oslo,NO,E-Commerce,24.37,71.24,EUR,3.0,4
ORD-102152,Kestrel Parcel,2026-06-15 00:00:00,Economy,Delivered,Rotterdam,NL,Tampere,FI,Retail,17.53,47.32,EUR,7.0,7
ORD-103730,kestrel,"Apr 01, 2026",Express,Delayed,Hamburg,DE, Gdansk ,PL,E-Commerce,41.69,2012.92,SEK,3.0,2
ORD-102825, Meridian Express,2026-06-08 00:00:00,Express,Cancelled,Gothenburg,SE,Cologne,DE,E-Commerce,57.7,171.1,EUR,,2
ORD-104857,Baltica Logistics A/S,2026-02-10,Standard,Delivered,Hamburg,DE,Paris,FR,Industrial,9.3,469.32,SEK,4.0,4
ORD-102632,Vantage Freight Ltd,2026-07-15,Standard,Delivered,Barcelona,ES,Marseille,FR,E-Commerce,54.06,121.75,EUR,3.0,4
ORD-100903,nordfrakt,2026-06-29,Economy,Delivered,Hamburg,DE,Vienna,AT,E-Commerce,13.28,37.58,EUR,5.0,7
ORD-101884,Hanseatic Line,"Feb 03, 2026",Economy,Delivered,Gothenburg,SE,Warsaw,PL,Industrial,20.42,49.27,EUR,7.0,7
ORD-101076, Nordfrakt ,26/03/2026,Standard,Delayed,Gothenburg,SE,Rome,IT,Wholesale,2.69,48.76,USD,5.0,4
ORD-101674,Nordfrakt,"Mar 29, 2026",Express,Delayed,Barcelona,ES,Turin,IT,Industrial,30.19,159.98,EUR,3.0,2
ORD-103576,kestrel,2026-02-18 00:00:00,Economy,Delivered,Hamburg,DE,Geneva,CH,Industrial,17.02,47.84,EUR,6.0,7
ORD-102721,Nordfrakt,"Mar 02, 2026",Standard,Delivered,Milan,IT,Amsterdam,NL,Retail,64.87,125.03,EUR,2.0,4
ORD-100121, Nordfrakt ,02/03/2026,Express,DELIVERED,Gothenburg,SE, Munich ,DE,E-Commerce,62.76,296.47,USD,2.0,2
ORD-102631,Meridian Express,"Mar 09, 2026",Standard,Delivered,Gothenburg,SE, Amsterdam ,NL,Wholesale,9.81,52.7,USD,3.0,4
ORD-103230, Nordfrakt ,"Jun 05, 2026",Standard,Delivered,Rotterdam,NL, Amsterdam ,NL,Industrial,37.03,64.81,EUR,3.0,4
ORD-103381,Kestrel Parcels AB,2026-05-07,Express,Delivered,Rotterdam,NL,Frankfurt,DE,Retail,36.82,177.69,USD,1.0,2
ORD-103207,MERIDIAN EXPRESS,22/05/2026,Standard,Delivered,Rotterdam,NL,Frankfurt,DE,Industrial,25.71,83.64,USD,3.0,4
ORD-100111,Nordfrakt AB,2026-05-03 00:00:00,Express,Delivered,Gothenburg,SE,Zurich,CH,Wholesale,26.76,167.29,USD,2.0,2
ORD-104622,nordfrakt,2026-05-28,Standard,Delivered,Gothenburg,SE,Vienna,AT,Retail,8.11,54.52,USD,3.0,4
ORD-100729, Nordfrakt ,25/02/2026,Standard,Delivered,Rotterdam,NL,Munich,DE,E-Commerce,18.37,83.29,EUR,2.0,4
ORD-101947,Baltica Logistics A/S,17/07/2026,Express,Delayed,Gothenburg,SE,Gdansk,PL,E-Commerce,19.07,124.54,EUR,3.0,2
ORD-100547,Baltica Logistics A/S,"Jan 19, 2026",Standard,Delivered,Gothenburg,SE,Cologne,DE,Wholesale,17.8,663.57,SEK,3.0,4
ORD-102043,Meridian Expr,"Apr 16, 2026",Standard,Delivered,Milan,IT,Brno,CZ,Retail,40.76,108.24,EUR,4.0,4
ORD-101706, Nordfrakt ,"Aug 24, 2026",Express,Delivered,Rotterdam,NL,Rome,IT,E-Commerce,27.53,186.54,EUR,2.0,2
ORD-100564,Nordfrakt,02/07/2026,Economy,Delivered,Milan,IT,Tampere,FI,E-Commerce,17.71,46.71,EUR,6.0,7
ORD-101625,Meridian Expr,28/08/2026,Express,Delivered,Gothenburg,SE,Helsinki,FI,Wholesale,14.56,130.24,EUR,2.0,2
ORD-102936,Baltica Logistics A/S,27/04/2026,Standard,Delivered,Rotterdam,NL,Malmo,SE,Industrial,35.23,60.93,EUR,2.0,4
ORD-101670,Baltica Logistics,2026-04-23,Standard,Delivered,Rotterdam,NL,Frankfurt,DE,Wholesale,38.19,94.11,EUR,3.0,4
ORD-100668,Vantage,2026-07-18 00:00:00,Standard,Delivered,Rotterdam,NL,Warsaw,PL,Industrial,62.05,1222.12,SEK,4.0,4
ORD-101353,Meridian Express,2026-07-16,Economy,Delivered,Gothenburg,SE,Munich,DE,E-Commerce,36.16,76.98,USD,5.0,7
ORD-101116,nordfrakt,2026-08-29,Standard,DELIVERED,Gothenburg,SE,Eindhoven,NL,Retail,13.42,68.22,EUR,2.0,4
ORD-101748,baltica,2026-05-16,Standard,Delivered,Gothenburg,SE,Munich,DE,Industrial,19.25,72.69,USD,2.0,4
ORD-101913,Baltica Log.,2026-05-01,Standard,Delivered,Hamburg,DE,Bergen,NO,Retail,47.38,80.26,EUR,3.0,4
ORD-101699,Hanseatic Line,"Aug 10, 2026",Economy,Delivered,Hamburg,DE,Oslo,NO,E-Commerce,12.35,33.03,EUR,7.0,7
ORD-102304,Baltica Logistics A/S,16/07/2026,Standard,Delivered,Milan,IT,Rome,IT,Wholesale,21.91,83.19,EUR,4.0,4
ORD-102168,nordfrakt,2026-07-27 00:00:00,Economy,Delivered,Rotterdam,NL,Krakow,PL,E-Commerce,62.17,93.01,EUR,6.0,7
ORD-103378,Kestrel Parcels AB,"Jun 14, 2026",Standard,Delivered,Milan,IT,Aarhus,DK,Retail,15.11,58.12,EUR,2.0,4
ORD-104612,MERIDIAN EXPRESS,2026-05-06 00:00:00,Express,Delivered,Hamburg,DE, Bergen ,NO,E-Commerce,31.44,138.44,EUR,2.0,2
ORD-101933,baltica,06/08/2026,Standard,Delivered,Barcelona,ES,Berlin,DE,Wholesale,32.77,81.97,EUR,3.0,4
ORD-103839,MERIDIAN EXPRESS,06/08/2026,Standard,Delivered,Rotterdam,NL,Paris,FR,Wholesale,25.84,73.8,EUR,3.0,4
ORD-103309, Meridian Express,"Aug 03, 2026",Express,Delivered,Barcelona,ES, Brno ,CZ,Industrial,14.38,101.85,EUR,2.0,2
ORD-104156, Nordfrakt ,24/03/2026,Standard,Delivered,Rotterdam,NL,Paris,FR,Industrial,17.39,690.87,SEK,,4
ORD-102534,KESTREL PARCEL,2026-05-14 00:00:00,Express,Delayed,Barcelona,ES,Bergen,NO,Industrial,21.58,154.88,EUR,3.0,2
ORD-103519,Nordfrakt,2026-07-20 00:00:00,Economy,Delivered,Rotterdam,NL,Frankfurt,DE,Industrial,32.6,59.16,EUR,4.0,7
ORD-100024,Nordfrakt AB,04/05/2026,Economy,Delivered,Gothenburg,SE,Munich,DE,E-Commerce,22.7,51.58,EUR,4.0,7
ORD-101690,Kestrel Parcel,28/04/2026,Standard,Delivered,Barcelona,ES,Oslo,NO,Industrial,22.3,61.99,EUR,3.0,4
ORD-102116,vantage freight,10/08/2026,Standard,Delayed,Gothenburg,SE,Vienna,AT,Industrial,83.98,177.67,EUR,5.0,4
ORD-104862, Meridian Express,2026-07-03 00:00:00,Express,Delivered,Hamburg,DE,Geneva,CH,Wholesale,58.93,156.79,EUR,2.0,2
ORD-104792,vantage freight,"Aug 17, 2026",Standard,Delivered,Rotterdam,NL,Munich,DE,E-Commerce,8.28,584.86,SEK,2.0,4
ORD-102512,KESTREL PARCEL,2026-08-11 00:00:00,Express,Delayed,Gothenburg,SE,Gdansk,PL,Industrial,23.39,1360.02,SEK,4.0,2
ORD-104363,HANSEATIC,"Aug 14, 2026",Economy,Delivered,Gothenburg,SE,Munich,DE,Wholesale,13.27,37.47,EUR,6.0,7
ORD-102087,Meridian Express,2026-02-27 00:00:00,Economy,Delivered,Rotterdam,NL, Oslo ,NO,Wholesale,44.14,59.71,EUR,3.0,7
ORD-104959,KESTREL PARCEL,2026-08-03,Economy,Delivered,Gothenburg,SE,Vienna,AT,Wholesale,36.84,55.86,USD,6.0,7
ORD-102160,KESTREL PARCEL,2026-05-19 00:00:00,Standard,Delayed,Hamburg,DE,Manchester,GB,E-Commerce,11.99,68.32,EUR,5.0,4
ORD-101210,nordfrakt,06/02/2026,Economy,Delivered,Hamburg,DE,Aarhus,DK,Retail,24.11,47.26,USD,4.0,7
ORD-104805,Nordfrakt,20/04/2026,Standard,Delivered,Milan,IT,Rome,IT,E-Commerce,9.8,706.15,SEK,4.0,4
ORD-101985,Hanseatic Line,"May 11, 2026",Standard,Delayed,Rotterdam,NL,Krakow,PL,Wholesale,45.84,113.75,USD,7.0,4
ORD-100512,nordfrakt,"Jun 05, 2026",Economy,Delivered,Gothenburg,SE,Copenhagen,DK,E-Commerce,22.36,43.58,EUR,4.0,7
ORD-101312,Nordfrakt,2026-05-03 00:00:00,Economy,Delivered,Hamburg,DE,Berlin,DE,Wholesale,6.98,29.19,EUR,3.0,7
ORD-102496,Vantage Freight Ltd,2026-05-14 00:00:00,Economy,Delivered,Rotterdam,NL,Warsaw,PL,Retail,19.96,47.18,EUR,5.0,7
ORD-101757,Baltica Logistics A/S,2026-01-29 00:00:00,Standard,Delivered,Barcelona,ES,Warsaw,PL,Retail,24.34,66.33,EUR,4.0,4
ORD-101845,Baltica Logistics A/S,2026-02-02,Economy,Delivered,Milan,IT, Manchester ,GB,Industrial,32.46,59.21,EUR,7.0,7
ORD-104180, Nordfrakt ,"Feb 22, 2026",Economy,Delivered,Milan,IT,Berlin,DE,Industrial,38.62,63.76,USD,5.0,7
ORD-101543,Nordfrakt,"Jan 07, 2026",Standard,Delivered,Hamburg,DE,Gdansk,PL,Industrial,15.46,59.27,EUR,4.0,4
ORD-102280,baltica,2026-04-23 00:00:00,Express,Delivered,Hamburg,DE,Graz,AT,E-Commerce,9.49,128.95,EUR,2.0,2
ORD-103640,Baltica Logistics,2026-04-01,Economy,Delivered,Gothenburg,SE,Aarhus,DK,E-Commerce,17.29,39.64,EUR,4.0,7
ORD-100460,Vantage Freight Ltd,"Apr 02, 2026",Express,Delivered,Rotterdam,NL,Copenhagen,DK,E-Commerce,20.2,1333.76,SEK,1.0,2
ORD-102086,MERIDIAN EXPRESS,2026-04-07,Economy,Delivered,Barcelona,ES, Vienna ,AT,Industrial,18.12,48.24,USD,4.0,7
ORD-101678,vantage freight,21/07/2026,Economy,Delivered,Milan,IT,Bergen,NO,Industrial,21.07,54.41,EUR,4.0,7
ORD-104598,Kestrel Parcel,2026-08-07 00:00:00,Standard,Delivered,Gothenburg,SE,Malmo,SE,Wholesale,65.46,112.89,EUR,2.0,4
ORD-104138,nordfrakt,2026-06-29,Express,Delayed,Rotterdam,NL,Prague,CZ,Wholesale,60.72,2996.29,SEK,3.0,2
ORD-101375,Nordfrakt AB,2026-08-10,Economy,Delivered,Gothenburg,SE,Aarhus,DK,Industrial,6.16,30.08,EUR,3.0,7
ORD-100359,Nordfrakt,2026-04-15,Standard,Delivered,Gothenburg,SE,Malmo,SE,E-Commerce,38.22,86.1,EUR,2.0,4
ORD-104059,KESTREL PARCEL,2026-01-20,Standard,Delivered,Barcelona,ES,Manchester,GB,Retail,16.11,64.8,EUR,4.0,4
ORD-104730,Baltica Logistics,20/07/2026,Express,Delivered,Rotterdam,NL,Cologne,DE,Retail,21.79,105.31,EUR,2.0,2
ORD-100841,Nordfrakt,2026-02-24,Standard,Delivered,Hamburg,DE,Gdansk,PL,Industrial,24.04,83.7,USD,4.0,4
ORD-101305,baltica,2026-03-04 00:00:00,Standard,Delivered,Rotterdam,NL,Brno,CZ,Retail,13.25,82.92,USD,4.0,4
ORD-104264, Meridian Express,"Jan 26, 2026",Standard,Delivered,Gothenburg,SE,Gothenburg,SE,E-Commerce,28.68,,EUR,1.0,4
ORD-104945,Kestrel Parcel,2026-04-02,Express,Delivered,Gothenburg,SE,Eindhoven,NL,E-Commerce,73.07,3007.78,SEK,2.0,2
ORD-100134,Nordfrakt,"May 11, 2026",Standard,Delivered,Hamburg,DE, Malmo ,SE,Wholesale,42.67,83.42,EUR,2.0,4
ORD-104242,Kestrel Parcel,27/05/2026,Express,Delivered,Rotterdam,NL,Gothenburg,SE,Retail,25.92,80.2,EUR,1.0,2
ORD-100910, Nordfrakt ,27/04/2026,Express,DELIVERED,Gothenburg,SE,Frankfurt,DE,Wholesale,57.16,233.95,USD,2.0,2
ORD-103549,baltica,16/02/2026,Standard,Delivered,Hamburg,DE,Copenhagen,DK,E-Commerce,8.18,46.79,EUR,2.0,4
ORD-100503, Nordfrakt ,2026-06-20,Economy,Delivered,Hamburg,DE,Turin,IT,Industrial,16.9,47.47,USD,3.0,7
ORD-104865,nordfrakt,2026-01-16,Standard,Delivered,Hamburg,DE,Madrid,ES,Industrial,3.15,53.59,EUR,4.0,4
ORD-100124,hanseatic line,2026-06-15 00:00:00,Express,Delayed,Rotterdam,NL,Zurich,CH,Retail,9.47,106.66,EUR,3.0,2
ORD-100933,Kestrel Parcel,2026-02-20 00:00:00,Standard,Delivered,Gothenburg,SE,Lyon,FR,Wholesale,18.86,65.63,EUR,4.0,4
ORD-101470,Baltica Logistics,06/07/2026,Standard,Delivered,Barcelona,ES,Munich,DE,Wholesale,19.76,94.05,USD,3.0,4
ORD-103684, Nordfrakt ,2026-08-18 00:00:00,Standard,Delivered,Rotterdam,NL,Vienna,AT,Industrial,7.59,61.74,EUR,4.0,4
ORD-104198,Baltica Logistics,2026-08-05 00:00:00,Economy,Delivered,Barcelona,ES,Brno,CZ,Retail,53.32,71.55,EUR,6.0,7
ORD-102358,Nordfrakt AB,2026-02-09,Economy,Delivered,Rotterdam,NL,Marseille,FR,E-Commerce,34.27,66.42,EUR,4.0,7
ORD-103143,Nordfrakt,06/01/2026,Standard,Delivered,Hamburg,DE,Aarhus,DK,Industrial,9.95,42.09,EUR,2.0,4
ORD-103919,Meridian Express,2026-02-02,Standard,Delivered,Hamburg,DE,Stockholm,SE,Retail,30.86,72.98,EUR,2.0,4
ORD-104821,Baltica Logistics A/S,"Mar 10, 2026",Economy,Delivered,Rotterdam,NL,Berlin,DE,E-Commerce,21.09,,EUR,6.0,7
ORD-100827,baltica,"Jul 06, 2026",Standard,Delivered,Hamburg,DE,Amsterdam,NL,Wholesale,56.11,1426.6,SEK,3.0,4
ORD-101261,Meridian Expr,"Jul 21, 2026",Standard,Delivered,Gothenburg,SE,Marseille,FR,Wholesale,24.86,75.09,EUR,4.0,4
ORD-103343, Nordfrakt ,2026-02-03,Express,Delivered,Gothenburg,SE,Madrid,ES,Retail,33.96,175.28,EUR,2.0,2
ORD-104389,Baltica Logistics A/S,23/01/2026,Express,Delayed,Hamburg,DE,Madrid,ES,Industrial,53.72,198.17,EUR,3.0,2
ORD-101241, Nordfrakt ,"May 01, 2026",Standard,Delivered,Gothenburg,SE,Malmo,SE,Retail,51.97,1304.6,SEK,2.0,4
ORD-103237,Vantage,2026-08-28 00:00:00,Economy,Delivered,Rotterdam,NL,Valencia,ES,Industrial,32.45,65.99,EUR,5.0,7
ORD-101460,Nordfrakt AB,2026-05-08,Economy,Delivered,Gothenburg,SE,Krakow,PL,E-Commerce,39.56,62.31,EUR,6.0,7
ORD-101397, Nordfrakt ,2026-02-23,Standard,DELIVERED,Gothenburg,SE,Gothenburg,SE,Retail,8.71,40.24,USD,2.0,4
ORD-100962, Meridian Express,2026-06-05 00:00:00,Express,Delivered,Rotterdam,NL,Berlin,DE,Retail,4.18,77.65,EUR,2.0,2
ORD-101277,Meridian Express,2026-04-29,Standard,Delivered,Gothenburg,SE,Munich,DE,Industrial,6.05,451.8,EUR,3.0,4
ORD-102114,Baltica Log.,2026-04-12 00:00:00,Economy,Delivered,Rotterdam,NL,London,GB,Industrial,14.96,37.24,EUR,6.0,7
ORD-103360,Nordfrakt AB,23/08/2026,Standard,Delivered,Gothenburg,SE,Krakow,PL,Industrial,27.72,67.09,EUR,4.0,4
ORD-104468,Vantage,2026-07-01,Standard,Delivered,Gothenburg,SE,London,GB,Retail,44.1,67.76,EUR,4.0,4
ORD-100804,Meridian Express,2026-04-10 00:00:00,Express,Delivered,Milan,IT,Graz,AT,Retail,14.85,92.57,EUR,2.0,2
ORD-103125,nordfrakt,02/07/2026,Express,Delivered,Barcelona,ES,Stockholm,SE,Wholesale,36.62,156.76,EUR,1.0,2
ORD-100529,Meridian Express,2026-07-20 00:00:00,Standard,Delivered,Hamburg,DE,Amsterdam,NL,Wholesale,12.37,57.51,EUR,2.0,4
ORD-100454,MERIDIAN EXPRESS,"Jan 22, 2026",Standard,Delivered,Gothenburg,SE,Malmo,SE,E-Commerce,83.12,,SEK,1.0,4
ORD-104987,Nordfrakt,2026-07-20,Standard,Delivered,Gothenburg,SE,Aarhus,DK,Retail,31.66,81.76,USD,2.0,4
ORD-101774,Vantage Freight Ltd,"Apr 27, 2026",Standard,Delivered,Gothenburg,SE,Prague,CZ,E-Commerce,9.67,65.29,EUR,3.0,4
ORD-101763,nordfrakt,"Jan 25, 2026",Standard,Delivered,Milan,IT,Amsterdam,NL,E-Commerce,11.86,42.0,EUR,2.0,4
ORD-100440,Nordfrakt AB,17/08/2026,Standard,Delivered,Rotterdam,NL,Gothenburg,SE,Industrial,12.52,59.42,EUR,2.0,4
ORD-104646,Vantage Freight Ltd,2026-04-14,Standard,Delivered,Rotterdam,NL,Stockholm,SE,E-Commerce,29.59,72.99,EUR,3.0,4
ORD-100432,Vantage,"May 28, 2026",Standard,Delivered,Barcelona,ES,Brno,CZ,Retail,19.8,75.85,USD,3.0,4
ORD-103965,Hanseatic Line,2026-06-11,Economy,Delivered,Rotterdam,NL,Tampere,FI,Retail,8.31,24.94,EUR,7.0,7
ORD-102163,Hanseatic Line,15/07/2026,Economy,Delivered,Rotterdam,NL,Copenhagen,DK,Wholesale,13.95,38.88,EUR,5.0,7
ORD-104201, Nordfrakt ,2026-04-15,Standard,Delivered,Milan,IT,Vienna,AT,Retail,6.65,51.95,EUR,3.0,4
ORD-100984,Baltica Logistics,17/01/2026,Standard,Delivered,Gothenburg,SE,Berlin,DE,Retail,32.17,46.65,EUR,4.0,4
ORD-103998,Vantage Freight Ltd,"Apr 06, 2026",Express,Delivered,Gothenburg,SE,Stockholm,SE,Wholesale,4.4,72.07,EUR,1.0,2
ORD-101675,Hanseatic Line,22/08/2026,Express,Delayed,Barcelona,ES, Prague ,CZ,E-Commerce,19.07,109.63,EUR,4.0,2
ORD-100821, Meridian Express,"Mar 02, 2026",Standard,Delivered,Milan,IT,Geneva,CH,E-Commerce,16.15,81.02,EUR,3.0,4
ORD-103365,Meridian Express,"Apr 16, 2026",Economy,Delivered,Rotterdam,NL,Vienna,AT,Wholesale,56.61,80.05,EUR,6.0,7
ORD-100376,Kestrel Parcels AB,2026-04-09 00:00:00,Economy,Delivered,Rotterdam,NL,Cologne,DE,E-Commerce,28.31,52.37,USD,5.0,7
ORD-104005, Nordfrakt ,"Aug 06, 2026",Economy,Delivered,Barcelona,ES,Rome,IT,Wholesale,12.29,35.22,EUR,5.0,7
ORD-101376,Meridian Expr,"Aug 11, 2026",Express,Delivered,Gothenburg,SE,Lyon,FR,E-Commerce,13.93,103.23,EUR,2.0,2
ORD-101040,Vantage Freight,"Mar 23, 2026",Economy,Delivered,Hamburg,DE,Aarhus,DK,Industrial,36.61,651.18,SEK,4.0,7
ORD-100612,Nordfrakt AB,"May 05, 2026",Standard,Delivered,Hamburg,DE,Marseille,FR,Industrial,59.85,106.47,EUR,4.0,4
ORD-100369,Nordfrakt AB,2026-04-28 00:00:00,Economy,Delivered,Gothenburg,SE,Graz,AT,E-Commerce,33.46,79.0,EUR,5.0,7
ORD-104062,Meridian Expr,2026-02-11,Standard,Delivered,Gothenburg,SE,Turin,IT,E-Commerce,29.82,88.64,EUR,4.0,4
ORD-100354,Baltica Logistics A/S,2026-08-17,Standard,Delivered,Gothenburg,SE,Berlin,DE,Retail,28.13,69.25,EUR,3.0,4
