CONSIGNMENT_NO;DESPATCH_DATE;HAULIER;COLLECT_CITY;COLLECT_CC;DELIVER_CITY;DELIVER_CC;SERVICE;ACCOUNT_TYPE;GROSS_WEIGHT_KG;NET_CHARGE;CCY;DAYS_IN_TRANSIT;SLA_DAYS;CONSIGNMENT_STATUS
ORD-101594;2026-03-23 00:00:00;nordfrakt;Hamburg;DE;Gothenburg;SE;Economy;Retail;11.03;38.31;USD;3.0;7;Delivered
ORD-102891;2026-01-07;kestrel;Barcelona;ES;Geneva;CH;Economy;Retail;34.12;63.66;EUR;6.0;7;Delivered
ORD-101245;24/08/2026; Nordfrakt ;Rotterdam;NL;Graz;AT;Economy;E-Commerce;24.47;43.35;EUR;4.0;7;Delivered
ORD-104148;17/06/2026; Meridian Express;Gothenburg;SE;Frankfurt;DE;Standard;Retail;23.18;61.0;EUR;3.0;4;Delivered
ORD-100818;01/03/2026;Baltica Logistics A/S;Gothenburg;SE;Eindhoven;NL;Express;Industrial;49.17;177.0;EUR;2.0;2;Delivered
ORD-103458;2026-06-05 00:00:00;hanseatic line;Rotterdam;NL;Munich;DE;Express;Wholesale;12.99;127.32;USD;2.0;2;Delivered
ORD-100155;2026-02-27;Nordfrakt AB;Gothenburg;SE;Helsinki;FI;Economy;E-Commerce;66.71;90.94;EUR;6.0;7;In Transit
ORD-104914;2026-05-01;nordfrakt;Hamburg;DE;Gdansk;PL;Standard;Retail;16.25;70.39;EUR;5.0;4;Delayed
ORD-100248;2026-05-07 00:00:00;Vantage Freight;Rotterdam;NL;Zurich;CH;Standard;Industrial;24.33;76.44;EUR;3.0;4;DELIVERED
ORD-100793;May 28, 2026;Vantage Freight Ltd;Barcelona;ES;Krakow;PL;Standard;Industrial;25.28;89.36;EUR;4.0;4;Delivered
ORD-103189;Jun 01, 2026; Nordfrakt ;Barcelona;ES;Gothenburg;SE;Economy;Retail;9.89;26.66;EUR;3.0;7;Delivered
ORD-102902;Jun 17, 2026;Vantage Freight Ltd;Hamburg;DE;Helsinki;FI;Standard;Wholesale;10.89;695.5;SEK;5.0;4;Delayed
ORD-101828;02/02/2026;KESTREL PARCEL;Gothenburg;SE;Marseille;FR;Economy;Retail;47.82;80.13;USD;5.0;7;Delivered
ORD-100826;2026-03-09;Nordfrakt AB;Gothenburg;SE;Berlin;DE;Economy;Industrial;10.85;37.13;USD;3.0;7;Delivered
ORD-103864;2026-02-10 00:00:00; Nordfrakt ;Hamburg;DE;Malmo;SE;Economy;E-Commerce;53.69;61.47;EUR;2.0;7;Delivered
ORD-103767;16/04/2026;kestrel;Barcelona;ES;Graz;AT;Standard;Wholesale;15.58;541.88;SEK;5.0;4;Delayed
ORD-102952;2026-07-28; Nordfrakt ;Gothenburg;SE;Vienna;AT;Economy;Retail;6.28;413.7;SEK;6.0;7;Delivered
ORD-100322;2026-02-02 00:00:00;Nordfrakt;Hamburg;DE;Gothenburg;SE;Economy;Retail;72.52;61.87;EUR;2.0;7;Delivered
ORD-103330;Feb 01, 2026;HANSEATIC;Gothenburg;SE;Madrid;ES;Economy;Retail;43.37;87.65;EUR;11.0;7;Delayed
ORD-102560;12/01/2026;Nordfrakt;Hamburg;DE;Munich;DE;Standard;Industrial;37.82;98.27;EUR;3.0;4;Delivered
ORD-102977;06/07/2026;Baltica Log.;Hamburg;DE;Krakow;PL;Standard;Industrial;42.67;120.33;USD;4.0;4;Delivered
ORD-102080;May 29, 2026;nordfrakt;Barcelona;ES;Vienna;AT;Standard;E-Commerce;36.11;71.64;EUR;4.0;4;Delivered
ORD-104509;13/08/2026;Vantage Freight Ltd;Barcelona;ES;Frankfurt;DE;Standard;Wholesale;52.07;1125.03;SEK;3.0;4;Delivered
ORD-102628;2026-02-02;nordfrakt;Gothenburg;SE;Helsinki;FI;Economy;Wholesale;10.56;31.65;EUR;5.0;7;Delivered
ORD-100614;2026-03-12;Hanseatic Line;Hamburg;DE;Malmo;SE;Standard;E-Commerce;7.5;40.32;EUR;4.0;4;Delivered
ORD-103905;2026-04-23 00:00:00;nordfrakt;Rotterdam;NL;Madrid;ES;Standard;Wholesale;54.63;143.01;EUR;4.0;4;Delivered
ORD-101211;May 04, 2026;Vantage;Rotterdam;NL; Oslo ;NO;Standard;E-Commerce;35.6;81.42;EUR;4.0;4;Delivered
ORD-101055;2026-08-29 00:00:00;MERIDIAN EXPRESS;Gothenburg;SE; Gothenburg ;SE;Express;E-Commerce;35.02;145.98;EUR;1.0;2;Delivered
ORD-100796;Aug 14, 2026;Kestrel Parcel;Hamburg;DE;Stockholm;SE;Economy;Industrial;35.17;60.12;USD;4.0;7;Delivered
ORD-104270;13/05/2026; Meridian Express;Barcelona;ES;Graz;AT;Standard;E-Commerce;22.86;88.02;EUR;3.0;4;Delivered
ORD-101080;2026-07-20 00:00:00;KESTREL PARCEL;Gothenburg;SE;Gothenburg;SE;Standard;Retail;32.26;75.94;EUR;3.0;4;Delivered
ORD-101607;Jan 21, 2026;hanseatic line;Hamburg;DE;Copenhagen;DK;Standard;Retail;18.14;741.89;SEK;3.0;4;Delivered
ORD-100144;Aug 27, 2026;Vantage;Gothenburg;SE;Aarhus;DK;Standard;Wholesale;27.52;64.98;EUR;2.0;4;Delivered
ORD-100682;2026-08-10 00:00:00;Nordfrakt AB;Hamburg;DE;Cologne;DE;Standard;Retail;12.94;50.31;EUR;3.0;4;Delivered
ORD-103431;2026-04-27;Baltica Logistics A/S;Barcelona;ES;Gothenburg;SE;Economy;E-Commerce;28.71;39.18;EUR;3.0;7;Delivered
ORD-100834;15/06/2026;baltica;Gothenburg;SE;Oslo;NO;Standard;Retail;9.64;595.1;SEK;3.0;4;Delivered
ORD-101400;Jun 15, 2026; Nordfrakt ;Rotterdam;NL;Munich;DE;Economy;E-Commerce;21.68;38.44;EUR;3.0;7;Delivered
ORD-101468;May 01, 2026;nordfrakt;Gothenburg;SE;Oslo;NO;Standard;Industrial;24.97;74.16;EUR;3.0;4;Delivered
ORD-103928;2026-02-27;MERIDIAN EXPRESS;Gothenburg;SE;Berlin;DE;Standard;E-Commerce;52.03;;EUR;2.0;4;Delivered
ORD-103245;2026-05-19;hanseatic line;Rotterdam;NL;Gothenburg;SE;Standard;Industrial;10.62;47.37;EUR;3.0;4;Delivered
ORD-100998;2026-08-11 00:00:00;baltica;Barcelona;ES;Munich;DE;Economy;Retail;13.0;39.08;EUR;4.0;7;Delivered
ORD-103875;2026-01-26;Vantage Freight Ltd;Milan;IT;Vienna;AT;Standard;Retail;9.79;616.31;SEK;4.0;4;Delivered
ORD-101142;2026-07-27 00:00:00;Baltica Logistics A/S;Barcelona;ES;Rome;IT;Standard;Wholesale;16.66;71.29;USD;5.0;4;Delayed
ORD-100084;2026-02-09;Meridian Expr;Gothenburg;SE;Gothenburg;SE;Economy;Wholesale;27.28;46.89;EUR;3.0;7;Delivered
ORD-102210;2026-03-20 00:00:00;vantage freight;Gothenburg;SE;Gothenburg;SE;Express;Retail;44.18;2250.75;SEK;1.0;2;Delivered
ORD-103440;03/08/2026;Meridian Express;Rotterdam;NL;Rome;IT;Standard;Wholesale;57.97;112.92;USD;4.0;4;Delivered
ORD-101567;2026-01-26;Baltica Logistics;Gothenburg;SE;Turin;IT;Standard;Retail;25.61;85.58;EUR;5.0;4;Delayed
ORD-101660;2026-02-04;KESTREL PARCEL;Rotterdam;NL;Tampere;FI;Economy;Industrial;26.14;61.75;EUR;6.0;7;Delivered
ORD-101556;2026-07-06 00:00:00;Vantage;Gothenburg;SE;Vienna;AT;Standard;Retail;20.1;792.12;SEK;4.0;4;Delivered
ORD-103584;2026-04-18 00:00:00;Vantage Freight;Rotterdam;NL;Gdansk;PL;Standard;Retail;39.25;119.51;USD;4.0;4;Delivered
ORD-103144;24/04/2026;Vantage Freight;Rotterdam;NL;Krakow;PL;Economy;Retail;28.63;59.55;EUR;5.0;7;Delivered
ORD-103588;2026-02-21 00:00:00;Vantage Freight;Hamburg;DE;Frankfurt;DE;Standard;E-Commerce;55.96;138.47;USD;4.0;4;In Transit
ORD-103267;2026-03-15 00:00:00;Nordfrakt AB;Gothenburg;SE;Rome;IT;Standard;Wholesale;54.37;134.3;EUR;3.0;4;Delivered
ORD-102542;2026-08-10 00:00:00;nordfrakt;Rotterdam;NL;Prague;CZ;Economy;Retail;18.41;51.45;EUR;5.0;7;Delivered
ORD-102412;2026-07-27;Baltica Logistics A/S;Gothenburg;SE;Rome;IT;Standard;Wholesale;21.52;72.77;EUR;5.0;4;DELAYED
ORD-101110;2026-02-11;Meridian Expr;Gothenburg;SE;Amsterdam;NL;Standard;E-Commerce;42.09;97.62;EUR;2.0;4;Delivered
ORD-102828;09/02/2026;Kestrel Parcel;Gothenburg;SE;Berlin;DE;Economy;Retail;51.23;70.27;EUR;6.0;7;Delivered
ORD-100292;2026-08-06 00:00:00;Nordfrakt;Gothenburg;SE;Paris;FR;Economy;Wholesale;19.59;57.25;EUR;4.0;7;Delivered
ORD-102127;2026-02-09;HANSEATIC;Rotterdam;NL;Cologne;DE;Express;Industrial;15.34;108.55;EUR;2.0;2;Delivered
ORD-103990;20/04/2026;Kestrel Parcels AB;Hamburg;DE;Warsaw;PL;Standard;E-Commerce;17.46;77.23;EUR;4.0;4;In Transit
ORD-100254;26/02/2026;Vantage;Milan;IT;Zurich;CH;Standard;Retail;7.94;596.76;SEK;5.0;4;Delayed
ORD-103266;Apr 10, 2026;Baltica Log.;Gothenburg;SE;Graz;AT;Standard;E-Commerce;29.42;90.23;EUR;3.0;4;Delivered
ORD-102907;2026-08-03 00:00:00;vantage freight;Rotterdam;NL;Manchester;GB;Standard;Industrial;22.31;77.71;USD;4.0;4;Delivered
ORD-101829;22/08/2026;Baltica Logistics;Milan;IT;Madrid;ES;Standard;E-Commerce;41.23;86.77;EUR;6.0;4;Delayed
ORD-104704;08/04/2026;Kestrel Parcels AB;Milan;IT;Gothenburg;SE;Express;E-Commerce;15.75;95.18;USD;1.0;2;Delivered
ORD-101148;2026-03-16 00:00:00;Baltica Logistics;Gothenburg;SE;Paris;FR;Standard;Retail;32.79;1015.27;SEK;4.0;4;Delivered
ORD-104994;16/02/2026;nordfrakt;Milan;IT;Marseille;FR;Economy;Wholesale;6.95;35.32;EUR;6.0;7;Delivered
ORD-103968;Jan 19, 2026;Baltica Log.;Gothenburg;SE;Frankfurt;DE;Standard;E-Commerce;16.2;52.34;EUR;3.0;4;Delivered
ORD-101994;2026-04-18 00:00:00;Nordfrakt;Rotterdam;NL;London;GB;Express;Wholesale;47.71;193.03;EUR;3.0;2;Delayed
ORD-102824;2026-02-03 00:00:00;Vantage;Hamburg;DE;Amsterdam;NL;Standard;Industrial;21.63;71.98;EUR;3.0;4;Delivered
ORD-102897;Feb 09, 2026;Kestrel Parcel;Gothenburg;SE;Warsaw;PL;Standard;Retail;8.14;62.92;EUR;4.0;4;Delivered
ORD-102823;2026-08-18 00:00:00;vantage freight;Hamburg;DE;Stockholm;SE;Economy;Wholesale;31.53;48.11;EUR;4.0;7;DELIVERED
ORD-103540;Apr 08, 2026;Nordfrakt AB;Hamburg;DE;Copenhagen;DK;Economy;E-Commerce;8.23;32.88;USD;4.0;7;Delivered
ORD-103599;05/02/2026;HANSEATIC;Milan;IT;Aarhus;DK;Express;Industrial;25.62;142.31;EUR;2.0;2;Delivered
ORD-102597;01/04/2026;Baltica Logistics;Hamburg;DE;Frankfurt;DE;Standard;Industrial;30.49;73.92;EUR;3.0;4;Delivered
ORD-100966;Jan 26, 2026;MERIDIAN EXPRESS;Gothenburg;SE;Bergen;NO;Economy;Industrial;19.57;55.21;EUR;5.0;7;Delivered
ORD-101230;25/05/2026;Vantage;Hamburg;DE;Turin;IT;Express;Wholesale;38.04;249.66;EUR;2.0;2;Delivered
ORD-100104;12/05/2026;Nordfrakt AB;Rotterdam;NL;Lyon;FR;Express;Industrial;46.28;201.96;USD;2.0;2;Delivered
ORD-104590;2026-03-17 00:00:00;nordfrakt;Rotterdam;NL;Rome;IT;Standard;E-Commerce;39.91;108.03;USD;3.0;4;Delivered
ORD-100091;2026-05-18 00:00:00;Hanseatic Line;Hamburg;DE;Zurich;CH;Standard;Retail;22.67;58.9;EUR;5.0;4;Delayed
ORD-100942;15/07/2026;vantage freight;Gothenburg;SE;Cologne;DE;Standard;E-Commerce;39.42;86.51;EUR;2.0;4;Delivered
ORD-103229;Jun 02, 2026;baltica;Rotterdam;NL; Madrid ;ES;Economy;Wholesale;14.57;36.81;EUR;7.0;7;Delivered
ORD-101862;2026-06-09; Meridian Express;Hamburg;DE;Helsinki;FI;Standard;Retail;29.99;64.6;EUR;4.0;4;Delivered
ORD-101669;Apr 03, 2026;kestrel;Gothenburg;SE;Eindhoven;NL;Standard;E-Commerce;59.42;109.99;EUR;3.0;4;Delivered
ORD-100005;Jun 15, 2026; Meridian Express;Rotterdam;NL;Warsaw;PL;Standard;Wholesale;8.45;60.49;EUR;3.0;4;Delivered
ORD-103943;2026-08-15 00:00:00;Hanseatic Lines;Barcelona;ES;Vienna;AT;Standard;Retail;60.42;116.87;EUR;5.0;4;DELAYED
ORD-103013;2026-04-09 00:00:00;baltica;Gothenburg;SE;Gdansk;PL;Standard;Retail;14.26;61.49;EUR;5.0;4;Delayed
ORD-100018;2026-06-05;vantage freight;Gothenburg;SE;Warsaw;PL;Standard;Retail;34.28;102.62;EUR;4.0;4;Delivered
ORD-102709;Jun 24, 2026;MERIDIAN EXPRESS;Milan;IT;Madrid;ES;Economy;Retail;6.38;41.83;EUR;5.0;7;DELIVERED
ORD-102232;2026-07-29 00:00:00;Vantage Freight Ltd;Hamburg;DE;Frankfurt;DE;Standard;Retail;59.01;137.24;USD;3.0;4;Delivered
ORD-100811;2026-06-26 00:00:00;Nordfrakt AB;Hamburg;DE;Bergen;NO;Standard;Wholesale;24.89;71.14;EUR;;4;Cancelled
ORD-101300;2026-04-22;Baltica Log.;Barcelona;ES;Graz;AT;Economy;E-Commerce;37.68;64.99;USD;6.0;7;Delivered
ORD-100260;May 11, 2026;Nordfrakt;Barcelona;ES;Turin;IT;Economy;Retail;17.1;47.43;USD;6.0;7;Delivered
ORD-102454;2026-06-01;Vantage Freight;Gothenburg;SE;Warsaw;PL;Economy;Wholesale;2.29;39.78;EUR;5.0;7;Delivered
ORD-101630;Jan 09, 2026;nordfrakt;Milan;IT;Helsinki;FI;Economy;Retail;25.1;52.53;EUR;5.0;7;Delivered
ORD-101716;2026-02-18;Meridian Expr;Rotterdam;NL;Vienna;AT;Standard;Wholesale;6.3;43.75;EUR;;4;Cancelled
ORD-103482;May 11, 2026;vantage freight;Gothenburg;SE;Malmo;SE;Economy;Retail;69.08;93.07;EUR;3.0;7;Delivered
ORD-101658;2026-06-04;Baltica Logistics;Rotterdam;NL;Munich;DE;Express;Retail;24.04;149.51;EUR;2.0;2;In Transit
ORD-103472;2026-04-08 00:00:00;vantage freight;Rotterdam;NL;Copenhagen;DK;Standard;Retail;24.32;57.31;EUR;2.0;4;Delivered
ORD-103948;15/08/2026; Nordfrakt ;Gothenburg;SE;Gothenburg;SE;Standard;Retail;11.42;403.49;SEK;1.0;4;Delivered
ORD-100763;27/07/2026;Nordfrakt;Barcelona;ES;Eindhoven;NL;Standard;Wholesale;9.62;40.65;EUR;3.0;4;Delivered
ORD-104703;2026-06-12;baltica;Rotterdam;NL;Paris;FR;Express;Industrial;32.04;122.72;EUR;2.0;2;Delivered
ORD-104326;10/06/2026;Kestrel Parcel;Barcelona;ES;Munich;DE;Standard;E-Commerce;2.36;459.91;SEK;5.0;4;Delayed
ORD-103608;2026-02-02;Vantage;Gothenburg;SE;Copenhagen;DK;Express;Retail;12.48;1149.16;SEK;1.0;2;Delivered
ORD-104557;2026-06-16;Baltica Logistics;Barcelona;ES;Tampere;FI;Standard;Wholesale;25.58;91.32;EUR;4.0;4;Delivered
ORD-100958;16/08/2026;baltica;Rotterdam;NL;Valencia;ES;Economy;Industrial;12.73;50.48;EUR;7.0;7;Delivered
ORD-100559;Jun 11, 2026;Vantage Freight;Hamburg;DE;Graz;AT;Standard;Industrial;7.55;45.76;EUR;4.0;4;Delivered
ORD-103901;2026-08-05;Baltica Logistics A/S;Gothenburg;SE;Prague;CZ;Economy;Retail;39.04;60.06;EUR;;7;Delivered
ORD-104165;Mar 09, 2026;Vantage Freight;Gothenburg;SE;Zurich;CH;Economy;Industrial;40.12;;EUR;5.0;7;Delivered
ORD-101572;2026-04-08 00:00:00; Nordfrakt ;Barcelona;ES; Gothenburg ;SE;Economy;Wholesale;16.34;32.99;USD;2.0;7;Delivered
ORD-103232;2026-03-09; Meridian Express;Gothenburg;SE;Malmo;SE;Economy;Industrial;30.44;47.8;USD;3.0;7;DELIVERED
ORD-100011;18/08/2026;Nordfrakt AB;Milan;IT;Vienna;AT;Express;Industrial;27.98;138.94;EUR;3.0;2;Delayed
ORD-100176;30/03/2026;baltica;Gothenburg;SE;Paris;FR;Standard;Retail;7.17;50.67;EUR;;4;Delivered
ORD-102569;22/07/2026;Vantage Freight;Rotterdam;NL;Vienna;AT;Standard;E-Commerce;66.67;114.55;EUR;4.0;4;Delivered
ORD-103520;28/05/2026;baltica;Rotterdam;NL;Frankfurt;DE;Express;E-Commerce;23.39;115.72;EUR;2.0;2;Delivered
ORD-103282;17/08/2026;Baltica Logistics;Milan;IT;Prague;CZ;Express;Retail;25.81;136.6;EUR;2.0;2;Delivered
ORD-102451;2026-07-02 00:00:00;Vantage Freight Ltd;Rotterdam;NL;Helsinki;FI;Standard;Retail;36.28;944.74;SEK;4.0;4;DELIVERED
ORD-103370;24/08/2026;Baltica Log.;Barcelona;ES;Munich;DE;Standard;Wholesale;23.16;72.47;EUR;4.0;4;Delivered
ORD-104252;Aug 21, 2026;MERIDIAN EXPRESS;Barcelona;ES; Berlin ;DE;Express;Industrial;22.46;132.63;EUR;2.0;2;Delivered
ORD-103578;2026-06-27 00:00:00;Nordfrakt AB;Gothenburg;SE;Tampere;FI;Economy;Industrial;61.32;90.27;EUR;6.0;7;Delivered
ORD-102624;Jul 20, 2026;HANSEATIC;Hamburg;DE;Brno;CZ;Economy;Industrial;27.9;52.14;EUR;7.0;7;In Transit
ORD-101006;2026-06-10;Nordfrakt;Milan;IT;Rome;IT;Standard;E-Commerce;11.9;54.0;EUR;5.0;4;Delayed
ORD-102049;2026-02-26 00:00:00; Nordfrakt ;Barcelona;ES;Rome;IT;Standard;Industrial;45.47;88.16;EUR;4.0;4;Delivered
ORD-104011;2026-06-29;baltica;Milan;IT; Cologne ;DE;Express;Industrial;19.29;129.89;EUR;;2;Cancelled
ORD-100269;2026-01-19 00:00:00;Vantage;Gothenburg;SE;Eindhoven;NL;Standard;Wholesale;43.8;1070.5;SEK;3.0;4;Delivered
ORD-101993;Feb 16, 2026;Vantage Freight;Hamburg;DE;Tampere;FI;Express;Wholesale;28.92;170.41;EUR;3.0;2;Delayed
ORD-100265;2026-01-14;Baltica Logistics;Gothenburg;SE;Valencia;ES;Standard;E-Commerce;39.3;108.89;EUR;5.0;4;Delayed
ORD-100914;2026-01-19 00:00:00;Baltica Logistics;Milan;IT;Frankfurt;DE;Express;Industrial;27.9;90.7;EUR;2.0;2;Delivered
ORD-100290;18/05/2026;Nordfrakt AB;Barcelona;ES;Paris;FR;Economy;Wholesale;9.12;33.93;EUR;6.0;7;Delivered
ORD-104141;2026-06-15 00:00:00;Vantage Freight;Hamburg;DE;Rome;IT;Economy;E-Commerce;60.54;83.17;EUR;6.0;7;Delivered
ORD-102677;26/06/2026;Hanseatic Lines;Rotterdam;NL;Gdansk;PL;Express;Wholesale;43.97;224.3;EUR;4.0;2;Delayed
ORD-100850;Aug 21, 2026;Nordfrakt AB;Rotterdam;NL;Frankfurt;DE;Standard;Retail;38.08;95.63;EUR;4.0;4;In Transit
ORD-101722;23/02/2026;Meridian Express;Barcelona;ES;Gdansk;PL;Standard;E-Commerce;13.07;63.7;EUR;5.0;4;Delayed
ORD-101207;31/03/2026; Meridian Express;Gothenburg;SE;Graz;AT;Standard;Wholesale;29.49;78.74;EUR;3.0;4;DELIVERED
ORD-101843;08/06/2026;nordfrakt;Hamburg;DE;Gdansk;PL;Economy;Industrial;18.84;33.16;EUR;6.0;7;Delivered
ORD-103960;2026-08-03 00:00:00;Nordfrakt AB;Milan;IT;Madrid;ES;Standard;Wholesale;31.05;86.93;EUR;3.0;4;Delivered
ORD-100233;21/04/2026;Baltica Log.;Rotterdam;NL;Turin;IT;Express;Wholesale;43.41;184.14;EUR;3.0;2;Delayed
ORD-102647;2026-05-06;Nordfrakt;Hamburg;DE;Krakow;PL;Economy;Retail;21.54;61.43;EUR;5.0;7;Delivered
ORD-104041;2026-02-23 00:00:00;Vantage;Hamburg;DE;Aarhus;DK;Standard;E-Commerce;36.52;72.13;EUR;2.0;4;Delivered
ORD-100049;2026-05-04;Meridian Expr;Rotterdam;NL;London;GB;Economy;Wholesale;69.03;85.96;EUR;6.0;7;Delivered
ORD-104937;Jan 19, 2026; Nordfrakt ;Gothenburg;SE;Munich;DE;Standard;E-Commerce;6.57;609.04;SEK;3.0;4;Delivered
ORD-100106;2026-05-03; Nordfrakt ;Rotterdam;NL;Gdansk;PL;Express;E-Commerce;111.93;423.34;EUR;2.0;2;Delivered
ORD-101954;2026-08-16; Meridian Express;Rotterdam;NL;Amsterdam;NL;Economy;Wholesale;60.57;79.53;EUR;4.0;7;Delivered
ORD-100726;31/03/2026;vantage freight;Gothenburg;SE; Manchester ;GB;Economy;Retail;24.99;57.96;EUR;7.0;7;Delivered
ORD-101001;09/04/2026;Meridian Express;Gothenburg;SE;Malmo;SE;Economy;E-Commerce;40.44;52.61;EUR;2.0;7;Delivered
ORD-102148;09/06/2026;Vantage Freight Ltd;Gothenburg;SE;Geneva;CH;Standard;Retail;74.5;172.31;EUR;2.0;4;Delivered
ORD-103035;2026-08-07;Meridian Expr;Gothenburg;SE;Cologne;DE;Express;Industrial;21.58;126.01;EUR;2.0;2;Delivered
ORD-104140;2026-04-03;Baltica Logistics A/S;Rotterdam;NL;Amsterdam;NL;Economy;Wholesale;18.1;47.64;EUR;4.0;7;Delivered
ORD-103733;27/07/2026; Meridian Express;Hamburg;DE;Berlin;DE;Standard;Wholesale;26.12;70.47;EUR;3.0;4;Delivered
ORD-103720;2026-02-16 00:00:00;MERIDIAN EXPRESS;Gothenburg;SE;London;GB;Standard;E-Commerce;14.48;74.69;EUR;3.0;4;Delivered
ORD-101155;2026-01-19 00:00:00;Kestrel Parcel;Gothenburg;SE;Marseille;FR;Economy;E-Commerce;26.36;50.43;USD;5.0;7;Delivered
ORD-104135;17/08/2026;Vantage Freight Ltd;Rotterdam;NL;Frankfurt;DE;Economy;Wholesale;12.45;38.25;EUR;4.0;7;Delivered
ORD-104923;Mar 08, 2026; Meridian Express;Gothenburg;SE;London;GB;Express;Retail;12.07;117.97;USD;2.0;2;Delivered
ORD-104405;05/07/2026;Vantage Freight Ltd;Gothenburg;SE;Munich;DE;Express;Retail;20.74;119.03;EUR;2.0;2;Delivered
ORD-104732;2026-04-24;Baltica Logistics A/S;Milan;IT;Gdansk;PL;Standard;Wholesale;84.05;144.78;EUR;4.0;4;Delivered
ORD-100047;Jul 06, 2026;Kestrel Parcel;Hamburg;DE;Valencia;ES;Economy;E-Commerce;13.15;47.62;EUR;6.0;7;Delivered
ORD-101439;Aug 07, 2026;nordfrakt;Milan;IT;Geneva;CH;Standard;Wholesale;7.5;59.45;EUR;4.0;4;Delivered
ORD-100787;2026-03-12; Nordfrakt ;Gothenburg;SE;Stockholm;SE;Standard;Wholesale;34.55;855.98;SEK;2.0;4;Delivered
ORD-100931;2026-03-20 00:00:00;Nordfrakt AB;Gothenburg;SE;Malmo;SE;Standard;Retail;48.29;65.45;EUR;2.0;4;Delivered
ORD-104855;16/03/2026;KESTREL PARCEL;Rotterdam;NL; Turin ;IT;Standard;Retail;31.39;67.38;EUR;5.0;4;Delayed
ORD-100092;06/06/2026;hanseatic line;Hamburg;DE;Brno;CZ;Express;Wholesale;10.8;118.26;EUR;3.0;2;Delayed
ORD-102988;Jul 09, 2026;MERIDIAN EXPRESS;Milan;IT; Copenhagen ;DK;Standard;E-Commerce;1.22;408.38;SEK;3.0;4;DELIVERED
ORD-102448;2026-05-04; Nordfrakt ;Gothenburg;SE; Manchester ;GB;Express;Industrial;4.95;97.75;EUR;3.0;2;Delayed
ORD-104859;2026-04-20;vantage freight;Milan;IT;Frankfurt;DE;Economy;Industrial;18.69;42.85;EUR;4.0;7;DELIVERED
ORD-104279;2026-06-08;Vantage;Rotterdam;NL;Paris;FR;Economy;Retail;49.46;83.17;EUR;5.0;7;Delivered
ORD-101349;2026-01-21; Meridian Express;Hamburg;DE;Geneva;CH;Economy;E-Commerce;30.59;49.17;EUR;5.0;7;Delivered
ORD-103116;Feb 09, 2026;Hanseatic Line;Gothenburg;SE;Vienna;AT;Standard;Wholesale;32.6;79.81;USD;3.0;4;Delivered
ORD-102871;2026-08-18;Nordfrakt AB;Milan;IT;Helsinki;FI;Express;E-Commerce;53.15;206.51;EUR;2.0;2;Delivered
ORD-101456;2026-08-24 00:00:00;vantage freight;Rotterdam;NL;Aarhus;DK;Economy;Industrial;13.3;35.36;EUR;3.0;7;Delivered
ORD-101092;Jun 06, 2026;nordfrakt;Gothenburg;SE;Warsaw;PL;Express;Industrial;12.3;105.99;EUR;3.0;2;Delayed
ORD-104462;2026-01-18 00:00:00;Vantage Freight Ltd;Gothenburg;SE;Bergen;NO;Express;E-Commerce;12.02;988.55;SEK;2.0;2;Delivered
ORD-102583;2026-02-25;baltica;Hamburg;DE;Munich;DE;Economy;E-Commerce;42.66;86.35;EUR;4.0;7;Delivered
ORD-100919;13/02/2026;HANSEATIC;Rotterdam;NL; Berlin ;DE;Express;Industrial;11.91;80.15;EUR;2.0;2;Delivered
ORD-104307;2026-05-13 00:00:00;Vantage;Milan;IT;Turin;IT;Economy;Retail;17.04;41.19;EUR;5.0;7;Delivered
ORD-102550;Feb 23, 2026;Nordfrakt;Hamburg;DE;Copenhagen;DK;Standard;Wholesale;2.87;30.66;EUR;2.0;4;Delivered
ORD-101220;2026-02-20; Meridian Express;Milan;IT;Marseille;FR;Standard;Industrial;48.99;119.69;USD;4.0;4;In Transit
